Sigla;Código;Município;Renda per capita média (Atlas DH - Censo) (2010);Percentual da população de 25 anos ou mais com ensino médio completo (Atlas DH - Censo) (2010);
BA;2930758;Sítio do Mato;135,49;14,87;
BA;2930766;Sítio do Quinto;247,62;8,24;
BA;2930774;Sobradinho;344,74;23,9;
BA;2930808;Souto Soares;220,67;15,61;
BA;2930907;Tabocas do Brejo Velho;216,5;16,46;
BA;2931004;Tanhaçu;268,62;13,81;
BA;2931053;Tanque Novo;301,39;13,44;
BA;2931103;Tanquinho;273,12;26,89;
BA;2931202;Taperoá;270,97;15,5;
BA;2931301;Tapiramutá;312,39;14,76;
BA;2931350;Teixeira de Freitas;560,73;32,11;
BA;2931400;Teodoro Sampaio;272,86;21,47;
BA;2931509;Teofilândia;278,91;15,64;
BA;2931608;Teolândia;231,92;14,01;
BA;2931707;Terra Nova;296,6;21,89;
BA;2931806;Tremedal;237,3;7,17;
BA;2931905;Tucano;325,7;15,04;
BA;2932002;Uauá;251,46;17,46;
BA;2932101;Ubaíra;296,48;16,35;
BA;2932200;Ubaitaba;349,68;21,12;
BA;2932309;Ubatã;306,52;21,33;
BA;2932408;Uibaí;286,67;19,5;
BA;2932457;Umburanas;148,15;8,25;
BA;2932507;Una;303,78;15,97;
BA;2932606;Urandi;325,07;13,87;
BA;2932705;Uruçuca;349,43;20,15;
BA;2932804;Utinga;327,96;17,76;
BA;2932903;Valença;376,23;25,59;
BA;2933000;Valente;385,3;26,41;
BA;2933059;Várzea da Roça;228,58;9,73;
BA;2933109;Várzea do Poço;296,74;17,96;
BA;2933158;Várzea Nova;234,88;14,9;
BA;2933174;Varzedo;297,56;16,17;
BA;2933208;Vera Cruz;408,64;24,57;
BA;2933257;Vereda;274,76;12,44;
BA;2933307;Vitória da Conquista;555,66;31,1;
BA;2933406;Wagner;283,34;20,6;
BA;2933455;Wanderley;275,76;16,45;
BA;2933505;Wenceslau Guimarães;257,12;14,68;
BA;2933604;Xique-Xique;265,25;19,52;
BA;2999919;Trancoso;;;
BA;2999929;Barcellos;;;
BA;2999939;Olivença;;;
BA;2999949;Villa Verde;;;
CE;2300101;Abaiara;229,74;22,49;
CE;2300150;Acarapé;259,03;23,5;
CE;2300200;Acaraú;250,79;14,76;
CE;2300309;Acopiara;266,65;13,35;
CE;2300408;Aiuaba;200,6;13,26;
CE;2300507;Alcântaras;243,73;16,71;
CE;2300606;Altaneira;240,97;14,73;
CE;2300705;Alto Santo;265,07;13,77;
CE;2300754;Amontada;182,47;16,52;
CE;2300804;Antonina do Norte;244,83;14,75;
CE;2300903;Apuiarés;224,63;16,24;
CE;2301000;Aquiraz;352,6;20,85;
CE;2301109;Aracati;349,26;26,23;
CE;2301208;Aracoiaba;245,24;17,64;
CE;2301257;Ararendá;205,43;13,53;
CE;2301307;Araripe;197,14;11,02;
CE;2301406;Aratuba;215,94;19,57;
CE;2301505;Arneiroz;269,77;18,21;
CE;2301604;Assaré;282,6;12,84;
CE;2301703;Aurora;255,78;17,45;
CE;2301802;Baixio;265,94;22,96;
CE;2301851;Banabuiú;229,99;17,26;
CE;2301901;Barbalha;362,9;32,38;
CE;2301950;Barreira;246,69;18,72;
CE;2302008;Barro;254,44;16,74;
CE;2302057;Barroquinha;192,96;12,1;
CE;2302107;Baturité;284,88;23,69;
CE;2302206;Beberibe;304,61;18,43;
CE;2302305;Bela Cruz;221,07;14,83;
CE;2302404;Boa Viagem;250,47;12,67;
CE;2302503;Brejo Santo;325,64;26,44;
CE;2302602;Camocim;269;19,6;
CE;2302701;Campos Sales;303,68;20,27;
CE;2302800;Canindé;278,9;17,15;
CE;2302909;Capistrano;211,95;20,97;
CE;2303006;Caridade;213,18;13,79;
CE;2303105;Cariré;225,75;14,38;
CE;2303204;Caririaçu;243,1;13,38;
CE;2303303;Cariús;239,39;12,26;
CE;2303402;Carnaubal;224,37;12,91;
CE;2303501;Cascavel;309,14;18,91;
CE;2303600;Catarina;246,38;16,74;
CE;2303659;Catunda;225,43;14,86;
CE;2303709;Caucaia;379,63;30,69;
CE;2303808;Cedro;317,69;22,25;
CE;2303907;Chaval;208,7;15,58;
CE;2303931;Choró;171,62;13,93;
CE;2303956;Chorozinho;277,4;15,73;
CE;2304004;Coreaú;210,65;15,81;
CE;2304103;Crateús;373,18;21,99;
CE;2304202;Crato;470,46;37,44;
CE;2304236;Croatá;176,12;9,17;
CE;2304251;Cruz;282,51;15,66;
CE;2304269;Deputado Irapuan Pinheiro;233,15;13,98;
CE;2304277;Ererê;246,27;18,1;
CE;2304285;Eusébio;623,01;31,85;
CE;2304301;Farias Brito;231,88;19,34;
CE;2304350;Forquilha;300,9;18,93;
CE;2304400;Fortaleza;846,36;45,93;
CE;2304459;Fortim;264,14;19,15;
CE;2304509;Frecheirinha;246,03;17,38;
CE;2304608;General Sampaio;242,1;11,5;
CE;2304657;Graça;195,67;11,71;
CE;2304707;Granja;173,99;12,34;
CE;2304806;Granjeiro;221,14;17,11;
CE;2304905;Groaíras;304,64;19,76;
CE;2304954;Guaiúba;239,69;19,54;
CE;2305001;Guaraciaba do Norte;247,55;13,27;
CE;2305100;Guaramiranga;287,35;24,46;
CE;2305209;Hidrolândia;243,41;15,04;
CE;2305233;Horizonte;322,78;26,54;
CE;2305266;Ibaretama;199,63;11,46;
CE;2305308;Ibiapina;258,57;14,42;
CE;2305332;Ibicuitinga;196,54;18,9;
CE;2305357;Icapuí;280,79;20,4;
CE;2305407;Icó;274,01;18,87;
CE;2305506;Iguatu;434,67;25,81;
CE;2305605;Independência;262,34;17,26;
CE;2305654;Ipaporanga;182,11;10,86;
CE;2305704;Ipaumirim;380,61;20,7;
CE;2305803;Ipu;301,38;18,48;
CE;2305902;Ipueiras;222,22;13,95;
CE;2306009;Iracema;328,61;23,08;
CE;2306108;Irauçuba;211,75;20,27;
CE;2306207;Itaiçaba;296,81;22,61;
CE;2306256;Itaitinga;300,15;19,68;
CE;2306306;Itapagé;263,18;17,67;
CE;2306405;Itapipoca;264,08;24,8;
CE;2306504;Itapiúna;209,53;16,7;
CE;2306553;Itarema;214,89;14,52;
CE;2306603;Itatira;196,02;11,62;
CE;2306702;Jaguaretama;247,85;16,77;
CE;2306801;Jaguaribara;287,08;18,27;
CE;2306900;Jaguaribe;294,97;20,46;
CE;2307007;Jaguaruana;274,9;18,46;
CE;2307106;Jardim;241,09;20,23;
CE;2307205;Jati;264,55;27,1;
CE;2307254;Jijoca de Jericoacoara;365,46;18,88;
CE;2307304;Juazeiro do Norte;439,53;32,9;
CE;2307403;Jucás;232,22;13,96;
CE;2307502;Lavras da Mangabeira;288,15;19,31;
CE;2307601;Limoeiro do Norte;410,03;26,55;
CE;2307635;Madalena;225,22;14,69;
CE;2307650;Maracanaú;372,91;35,11;
CE;2307700;Maranguape;307,81;28,95;
CE;2307809;Marco;266,87;17,29;
CE;2307908;Martinópole;232,17;19,23;
CE;2308005;Massapê;231,47;15,47;
CE;2308104;Mauriti;236,11;17,85;
CE;2308203;Meruoca;258,78;19,65;
CE;2308302;Milagres;261,96;20,93;
CE;2308351;Milhã;260,95;18,1;
CE;2308377;Miraíma;191,56;15,26;
CE;2308401;Missão Velha;293,16;18,76;
CE;2308500;Mombaça;243,85;13,64;
CE;2308609;Monsenhor Tabosa;237,18;18,06;
CE;2308708;Morada Nova;276,36;18,59;
CE;2308807;Moraújo;174,55;18,45;
CE;2308906;Morrinhos;208,9;15,01;
CE;2309003;Mucambo;269,65;14,11;
CE;2309102;Mulungu;246,35;18,1;
CE;2309201;Nova Olinda;272,1;19,12;
CE;2309300;Nova Russas;304,52;17,86;
CE;2309409;Novo Oriente;247,79;10,83;
CE;2309458;Ocara;208,77;14,91;
CE;2309508;Orós;298,84;17,77;
CE;2309607;Pacajus;354,78;24,38;
CE;2309706;Pacatuba;344,63;33,71;
CE;2309805;Pacoti;279,49;22,44;
CE;2309904;Pacujá;264,03;20,07;
CE;2310001;Palhano;281,69;22,5;
CE;2310100;Palmácia;315,23;16,05;
CE;2310209;Paracuru;328,2;25,02;
CE;2310258;Paraipaba;283,79;20,2;
CE;2310298;Cococi;;;
CE;2310308;Parambu;211,05;9,13;
CE;2310407;Paramoti;196,63;12,97;
CE;2310506;Pedra Branca;231,56;13,03;
CE;2310605;Penaforte;271,18;29,31;
CE;2310704;Pentecoste;264,95;23,09;
CE;2310803;Pereiro;209,49;17,25;
CE;2310852;Pindoretama;296,99;19,63;
CE;2310902;Piquet Carneiro;217,02;14,66;
CE;2310951;Pires Ferreira;191,39;12,05;
CE;2311009;Poranga;212,87;12,89;
CE;2311108;Porteiras;218,44;20,97;
CE;2311207;Potengi;215,12;14,09;
CE;2311231;Potiretama;236,09;17,77;
CE;2311264;Quiterianópolis;208,58;12,25;
CE;2311306;Quixadá;317,66;26,22;
CE;2311355;Quixelô;242,27;12,45;
CE;2311405;Quixeramobim;317,45;18,93;
CE;2311504;Quixeré;260,79;16,3;
CE;2311603;Redenção;273,08;19,84;
CE;2311702;Reriutaba;260,65;15,86;
CE;2311801;Russas;372,43;25,38;
CE;2311900;Saboeiro;220,94;13,25;
CE;2311959;Salitre;176,75;9,28;
CE;2312007;Santana do Acaraú;224,83;16,18;
CE;2312106;Santana do Cariri;212,7;15,19;
CE;2312205;Santa Quitéria;238,84;16,74;
CE;2312304;São Benedito;263,94;16,51;
CE;2312403;São Gonçalo do Amarante;309,14;26,71;
CE;2312502;São João do Jaguaribe;378,76;19,42;
CE;2312601;São Luís do Curu;257,9;23,9;
CE;2312700;Senador Pompeu;283,8;19,12;
CE;2312809;Senador Sá;214,23;17,32;
CE;2312908;Sobral;448,89;31,84;
CE;2313005;Solonópole;269,25;17,8;
CE;2313104;Tabuleiro do Norte;379,75;18,44;
CE;2313203;Tamboril;211,64;13,2;
CE;2313252;Tarrafas;214,72;11,87;
CE;2313302;Tauá;305,42;17,54;
CE;2313351;Tejuçuoca;199,81;14,57;
CE;2313401;Tianguá;398,29;21,18;
CE;2313500;Trairi;205,89;18,19;
CE;2313559;Tururu;188,84;16,35;
CE;2313609;Ubajara;325,13;21,54;
CE;2313708;Umari;223,62;18,78;
CE;2313757;Umirim;195,42;17,04;
CE;2313807;Uruburetama;267,47;20,43;
CE;2313906;Uruoca;182,85;13,32;
CE;2313955;Varjota;286,41;17,32;
CE;2314003;Várzea Alegre;276,17;18,25;
CE;2314102;Viçosa do Ceará;204,23;12,41;
CE;2399919;Entre Rios;;;
CE;2399929;Mecejana;;;
CE;2399939;Vertentes;;;
DF;5300108;Brasília;1715,11;55,4;
ES;3200102;Afonso Cláudio;489,59;21,85;
ES;3200136;Águia Branca;487,28;19,95;
ES;3200169;Água Doce do Norte;377,39;18,2;
ES;3200201;Alegre;655,72;33,09;
ES;3200300;Alfredo Chaves;634,97;22,91;
ES;3200359;Alto Rio Novo;413,59;15,8;
ES;3200409;Anchieta;608,42;33,24;
ES;3200508;Apiacá;482,94;23,92;
ES;3200607;Aracruz;695,25;37,59;
ES;3200706;Atilio Vivacqua;493,81;25,49;
ES;3200805;Baixo Guandu;516,34;26,78;
ES;3200904;Barra de São Francisco;527,84;23,3;
ES;3201001;Boa Esperança;460,69;23,27;
ES;3201100;Bom Jesus do Norte;584,06;37,28;
ES;3201159;Brejetuba;402,56;17,71;
ES;3201209;Cachoeiro de Itapemirim;763,71;34,65;
ES;3201308;Cariacica;620,89;32,11;
ES;3201407;Castelo;636,49;27,87;
ES;3201506;Colatina;788,29;32,13;
ES;3201605;Conceição da Barra;450,71;24,69;
ES;3201704;Conceição do Castelo;567,83;20,91;
ES;3201803;Divino de São Lourenço;383,78;14,43;
ES;3201902;Domingos Martins;551,74;16,28;
ES;3202009;Dores do Rio Preto;414,87;16,07;
ES;3202108;Ecoporanga;406,49;21,25;
ES;3202207;Fundão;657,18;29,55;
ES;3202256;Governador Lindenberg;515,11;18,95;
ES;3202306;Guaçuí;587,91;28,75;
ES;3202405;Guarapari;830,51;37,87;
ES;3202454;Ibatiba;458,35;14,92;
ES;3202504;Ibiraçu;764,33;26,72;
ES;3202553;Ibitirama;353,86;14,37;
ES;3202603;Iconha;660,78;27,69;
ES;3202652;Irupi;481,28;15,57;
ES;3202702;Itaguaçu;522,25;22,93;
ES;3202801;Itapemirim;428,61;20,1;
ES;3202900;Itarana;607,49;20,6;
ES;3203007;Iúna;501,21;19,17;
ES;3203056;Jaguaré;543,6;22,21;
ES;3203106;Jerônimo Monteiro;566,32;26,23;
ES;3203130;João Neiva;859,01;37,42;
ES;3203163;Laranja da Terra;411,93;12,26;
ES;3203205;Linhares;711,38;33,73;
ES;3203304;Mantenópolis;417,83;16,89;
ES;3203320;Marataízes;538,07;26,52;
ES;3203346;Marechal Floriano;683,63;21,6;
ES;3203353;Marilândia;510,91;18,37;
ES;3203403;Mimoso do Sul;523,04;22,94;
ES;3203502;Montanha;547,46;22,55;
ES;3203601;Mucurici;372,63;17,7;
ES;3203700;Muniz Freire;421,86;17,25;
ES;3203809;Muqui;528,68;27,5;
ES;3203908;Nova Venécia;592,06;28,33;
ES;3204005;Pancas;451,21;18,66;
ES;3204054;Pedro Canário;437,08;20,48;
ES;3204104;Pinheiros;509,45;21,6;
ES;3204203;Piúma;629,9;33,03;
ES;3204252;Ponto Belo;405,19;24,45;
ES;3204302;Presidente Kennedy;419,97;19,28;
ES;3204351;Rio Bananal;550,55;17,85;
ES;3204401;Rio Novo do Sul;594,24;23,66;
ES;3204500;Santa Leopoldina;445,57;14,82;
ES;3204559;Santa Maria de Jetibá;603,33;15,53;
ES;3204609;Santa Teresa;716,25;25,52;
ES;3204658;São Domingos do Norte;547,57;22,84;
ES;3204708;São Gabriel da Palha;792,54;23,94;
ES;3204807;São José do Calçado;514,57;23,67;
ES;3204906;São Mateus;699,99;36,56;
ES;3204955;São Roque do Canaã;572,42;18,5;
ES;3205002;Serra;705,89;39,79;
ES;3205010;Sooretama;457,49;19,15;
ES;3205036;Vargem Alta;480,01;16,6;
ES;3205069;Venda Nova do Imigrante;754,66;27,48;
ES;3205101;Viana;523,61;23,21;
ES;3205150;Vila Pavão;449,3;17,87;
ES;3205176;Vila Valério;569,82;17,63;
ES;3205200;Vila Velha;1211,79;53,37;
ES;3205309;Vitória;1866,58;64,08;
ES;3299919;Riacho;;;
ES;3299929;Ponte do Itabapoana;;;
GO;5200050;Abadia de Goiás;574,96;25,01;
GO;5200100;Abadiânia;519,87;24,56;
GO;5200134;Acreúna;664,09;23,65;
GO;5200159;Adelândia;497,31;23,75;
GO;5200175;Água Fria de Goiás;525,2;20,22;
GO;5200209;Água Limpa;591,23;23,94;
GO;5200258;Águas Lindas de Goiás;449,38;23,36;
GO;5200308;Alexânia;498,09;24,12;
GO;5200506;Aloândia;599,9;23,72;
GO;5200555;Alto Horizonte;661,19;26,09;
GO;5200605;Alto Paraíso de Goiás;719,11;37,76;
GO;5200803;Alvorada do Norte;429,63;22,89;
GO;5200829;Amaralina;276,05;10,77;
GO;5200852;Americano do Brasil;512,95;18,93;
GO;5200902;Amorinópolis;523,25;16,63;
GO;5201108;Anápolis;785,17;39,23;
GO;5201207;Anhanguera;721,84;36,48;
GO;5201306;Anicuns;604,97;25,63;
GO;5201405;Aparecida de Goiânia;689,3;33,88;
GO;5201454;Aparecida do Rio Doce;623,58;22,31;
GO;5201504;Aporé;595,05;18,01;
GO;5201603;Araçu;571,55;21,33;
GO;5201702;Aragarças;600,03;33,87;
GO;5201801;Aragoiânia;560,22;24,18;
GO;5202155;Araguapaz;608,17;21,61;
GO;5202353;Arenópolis;531,91;17,42;
GO;5202502;Aruanã;654,67;20,21;
GO;5202601;Aurilândia;489,23;24,58;
GO;5202809;Avelinópolis;556,03;16,72;
GO;5203104;Baliza;365,35;16,47;
GO;5203203;Barro Alto;628,55;32,72;
GO;5203302;Bela Vista de Goiás;708,62;26,3;
GO;5203401;Bom Jardim de Goiás;551,54;18,66;
GO;5203500;Bom Jesus de Goiás;618,62;20,97;
GO;5203559;Bonfinópolis;520,02;21,67;
GO;5203575;Bonópolis;403,94;16,1;
GO;5203609;Brazabrantes;541,9;23,5;
GO;5203807;Britânia;594,38;21,08;
GO;5203906;Buriti Alegre;625,26;26,22;
GO;5203939;Buriti de Goiás;650,67;20,38;
GO;5203962;Buritinópolis;735,72;21,28;
GO;5204003;Cabeceiras;420,47;24,18;
GO;5204102;Cachoeira Alta;853,32;25,56;
GO;5204201;Cachoeira de Goiás;549,16;22,13;
GO;5204250;Cachoeira Dourada;636,17;22,05;
GO;5204300;Caçu;987,3;26,22;
GO;5204409;Caiapônia;628,14;20,72;
GO;5204508;Caldas Novas;794,78;35,84;
GO;5204557;Caldazinha;515,56;22,79;
GO;5204607;Campestre de Goiás;398,5;16,2;
GO;5204656;Campinaçu;438,93;6,79;
GO;5204706;Campinorte;567,41;20,23;
GO;5204805;Campo Alegre de Goiás;632,7;22,57;
GO;5204854;Campo Limpo de Goiás;467,42;14,87;
GO;5204904;Campos Belos;487,96;30,61;
GO;5204953;Campos Verdes;351,52;17,11;
GO;5205000;Carmo do Rio Verde;541,99;26,45;
GO;5205059;Castelândia;724,42;19,21;
GO;5205109;Catalão;959,4;42,3;
GO;5205208;Caturaí;500,32;17,16;
GO;5205307;Cavalcante;324,92;18,44;
GO;5205406;Ceres;865,23;39,58;
GO;5205455;Cezarina;564,44;29,89;
GO;5205471;Chapadão do Céu;841,5;31,13;
GO;5205497;Cidade Ocidental;647,64;36,21;
GO;5205513;Cocalzinho de Goiás;450,47;18,14;
GO;5205521;Colinas do Sul;410,83;24,8;
GO;5205703;Córrego do Ouro;608,31;22,51;
GO;5205802;Corumbá de Goiás;503,01;21,2;
GO;5205901;Corumbaíba;635,98;24,05;
GO;5206206;Cristalina;686,9;28,42;
GO;5206305;Cristianópolis;635,46;24,11;
GO;5206404;Crixás;645,4;30,57;
GO;5206503;Cromínia;592,36;26,01;
GO;5206602;Cumari;819,81;33,12;
GO;5206701;Damianópolis;364,51;23,31;
GO;5206800;Damolândia;578,93;22,6;
GO;5206909;Davinópolis;632,22;26,28;
GO;5207105;Diorama;494,6;22,8;
GO;5207253;Doverlândia;563,89;15,94;
GO;5207352;Edealina;715,8;22,03;
GO;5207402;Edéia;876,15;29,85;
GO;5207501;Estrela do Norte;636,54;23,64;
GO;5207535;Faina;441,39;16,26;
GO;5207600;Fazenda Nova;519,87;20,53;
GO;5207808;Firminópolis;552,43;31,63;
GO;5207907;Flores de Goiás;301,92;17,24;
GO;5208004;Formosa;732,24;37,88;
GO;5208103;Formoso;569,96;28,14;
GO;5208152;Gameleira de Goiás;594,56;13,96;
GO;5208301;Divinópolis de Goiás;388,34;25,92;
GO;5208400;Goianápolis;543,48;23,49;
GO;5208509;Goiandira;667,11;35,82;
GO;5208608;Goianésia;701,38;26,77;
GO;5208707;Goiânia;1348,55;52,32;
GO;5208806;Goianira;529,59;24,87;
GO;5208905;Goiás;674,54;31,36;
GO;5209101;Goiatuba;785,84;27,76;
GO;5209150;Gouvelândia;549,9;21,87;
GO;5209200;Guapó;657,02;23,55;
GO;5209291;Guaraíta;421,71;21,96;
GO;5209408;Guarani de Goiás;276,13;19,24;
GO;5209457;Guarinos;343,74;13,61;
GO;5209606;Heitoraí;487,99;23,8;
GO;5209705;Hidrolândia;651,41;29,46;
GO;5209804;Hidrolina;461,13;19,71;
GO;5209903;Iaciara;368,39;21,08;
GO;5209937;Inaciolândia;560,52;23,7;
GO;5209952;Indiara;598,96;20,77;
GO;5210000;Inhumas;697,81;23,39;
GO;5210109;Ipameri;666,96;26,78;
GO;5210158;Ipiranga de Goiás;436,1;20,93;
GO;5210208;Iporá;757,39;31,51;
GO;5210307;Israelândia;498,82;25,77;
GO;5210406;Itaberaí;773,67;24,15;
GO;5210562;Itaguari;560,17;23,9;
GO;5210604;Itaguaru;580,67;26,22;
GO;5210802;Itajá;592,1;25,24;
GO;5210901;Itapaci;705,2;25,44;
GO;5211008;Itapirapuã;518,21;18,34;
GO;5211206;Itapuranga;621,79;25,59;
GO;5211305;Itarumã;960,55;17,94;
GO;5211404;Itauçu;611,99;26,04;
GO;5211503;Itumbiara;821,43;34,28;
GO;5211602;Ivolândia;551,05;21,78;
GO;5211701;Jandaia;586,84;23,27;
GO;5211800;Jaraguá;595,02;24,18;
GO;5211909;Jataí;987,04;33,48;
GO;5212006;Jaupaci;479,14;23;
GO;5212055;Jesúpolis;433,41;16,09;
GO;5212105;Joviânia;679,21;25,36;
GO;5212204;Jussara;951,07;28,62;
GO;5212253;Lagoa Santa;765,86;25,89;
GO;5212303;Leopoldo de Bulhões;502,85;19,85;
GO;5212501;Luziânia;580,88;30,24;
GO;5212600;Mairipotaba;842,23;26,47;
GO;5212709;Mambaí;357,12;15,4;
GO;5212808;Mara Rosa;548,96;23,45;
GO;5212907;Marzagão;594,43;24,05;
GO;5212956;Matrinchã;458,45;19,06;
GO;5213004;Maurilândia;557,51;19,61;
GO;5213053;Mimoso de Goiás;474,44;20,55;
GO;5213087;Minaçu;590,7;29,53;
GO;5213103;Mineiros;869,04;27,39;
GO;5213400;Moiporá;461,94;23,96;
GO;5213509;Monte Alegre de Goiás;317,66;19,07;
GO;5213707;Montes Claros de Goiás;637,58;23,38;
GO;5213756;Montividiu;791,6;24,74;
GO;5213772;Montividiu do Norte;291,78;14,66;
GO;5213806;Morrinhos;792,66;30,55;
GO;5213855;Morro Agudo de Goiás;441,44;24,16;
GO;5213905;Mossâmedes;607,34;20,33;
GO;5214002;Mozarlândia;562,97;24,91;
GO;5214051;Mundo Novo;434,73;14,3;
GO;5214101;Mutunópolis;512,49;20,56;
GO;5214408;Nazário;631,12;23,65;
GO;5214507;Nerópolis;555,47;30,83;
GO;5214606;Niquelândia;659,49;30,51;
GO;5214705;Nova América;447,78;20,89;
GO;5214804;Nova Aurora;635,99;30,26;
GO;5214838;Nova Crixás;531,22;14,15;
GO;5214861;Nova Glória;476,52;18,96;
GO;5214879;Nova Iguaçu de Goiás;435,91;17,65;
GO;5214903;Nova Roma;323,19;19,22;
GO;5215009;Nova Veneza;521,4;29,45;
GO;5215207;Novo Brasil;588,85;21,63;
GO;5215231;Novo Gama;498,44;29,26;
GO;5215256;Novo Planalto;387,14;19,32;
GO;5215306;Orizona;714,39;23,32;
GO;5215405;Ouro Verde de Goiás;525,12;21,8;
GO;5215504;Ouvidor;710,38;37,19;
GO;5215603;Padre Bernardo;518,12;19,33;
GO;5215652;Palestina de Goiás;473,62;20,28;
GO;5215702;Palmeiras de Goiás;616,59;25,64;
GO;5215801;Palmelo;769,47;30,26;
GO;5215900;Palminópolis;695,63;19,23;
GO;5216007;Panamá;579,89;21,65;
GO;5216304;Paranaiguara;631,89;24,23;
GO;5216403;Paraúna;575,52;17,51;
GO;5216452;Perolândia;588,01;16,03;
GO;5216809;Petrolina de Goiás;530,37;22,32;
GO;5216908;Pilar de Goiás;467,97;18,75;
GO;5217104;Piracanjuba;707,83;25,48;
GO;5217203;Piranhas;621,14;27,78;
GO;5217302;Pirenópolis;544,78;28,32;
GO;5217401;Pires do Rio;702,46;32,01;
GO;5217609;Planaltina;466,69;27,66;
GO;5217708;Pontalina;663,44;22,4;
GO;5218003;Porangatu;658,39;29,13;
GO;5218052;Porteirão;688,68;22,1;
GO;5218102;Portelândia;550,39;13,33;
GO;5218300;Posse;481,68;26,51;
GO;5218391;Professor Jamil;526,65;20,57;
GO;5218508;Quirinópolis;761,68;29,36;
GO;5218607;Rialma;616,74;30,83;
GO;5218706;Rianápolis;529,17;22,04;
GO;5218789;Rio Quente;649,71;32,69;
GO;5218805;Rio Verde;936,75;34,57;
GO;5218904;Rubiataba;573;26,89;
GO;5219001;Sanclerlândia;727,33;25,4;
GO;5219100;Santa Bárbara de Goiás;508,41;20,2;
GO;5219209;Santa Cruz de Goiás;624,37;19,23;
GO;5219258;Santa Fé de Goiás;635,23;25,85;
GO;5219308;Santa Helena de Goiás;769,09;29,07;
GO;5219357;Santa Isabel;480,67;23,62;
GO;5219407;Santa Rita do Araguaia;634,76;30,75;
GO;5219456;Santa Rita do Novo Destino;425,3;13,77;
GO;5219506;Santa Rosa de Goiás;438,54;19,62;
GO;5219605;Santa Tereza de Goiás;416,11;22,25;
GO;5219704;Santa Terezinha de Goiás;447,39;20,93;
GO;5219712;Santo Antônio da Barra;502,83;18,88;
GO;5219738;Santo Antônio de Goiás;574,63;31,79;
GO;5219753;Santo Antônio do Descoberto;449,39;25,93;
GO;5219803;São Domingos;288,36;15,45;
GO;5219902;São Francisco de Goiás;479,13;16,97;
GO;5220009;São João d'Aliança;457,89;26,02;
GO;5220058;São João da Paraúna;619,67;29,25;
GO;5220108;São Luís de Montes Belos;712,23;30,75;
GO;5220157;São Luíz do Norte;435,99;24,56;
GO;5220207;São Miguel do Araguaia;507,02;21,89;
GO;5220264;São Miguel do Passa Quatro;553,79;22,02;
GO;5220280;São Patrício;509,66;20,96;
GO;5220405;São Simão;883,78;29,65;
GO;5220454;Senador Canedo;537,58;30,33;
GO;5220504;Serranópolis;677,06;21,91;
GO;5220603;Silvânia;708,82;24,64;
GO;5220686;Simolândia;324,26;21,61;
GO;5220702;Sítio d'Abadia;314,05;15,09;
GO;5221007;Taquaral de Goiás;622,79;22,7;
GO;5221080;Teresina de Goiás;394,33;25,43;
GO;5221197;Terezópolis de Goiás;472,43;25,28;
GO;5221304;Três Ranchos;723,26;29,8;
GO;5221403;Trindade;558,61;27,84;
GO;5221452;Trombas;398,01;19,18;
GO;5221502;Turvânia;545,83;25,51;
GO;5221551;Turvelândia;519,75;18,93;
GO;5221577;Uirapuru;409,38;20,25;
GO;5221601;Uruaçu;797,52;29,69;
GO;5221700;Uruana;500,27;22,3;
GO;5221809;Urutaí;624,55;36,35;
GO;5221858;Valparaíso de Goiás;764,73;44,28;
GO;5221908;Varjão;614,8;19,57;
GO;5222005;Vianópolis;664,33;24,04;
GO;5222054;Vicentinópolis;651,07;22,66;
GO;5222203;Vila Boa;376,72;22,64;
GO;5222302;Vila Propício;401,84;11,39;
MA;2100055;Açailândia;438,56;23,98;
MA;2100105;Afonso Cunha;149,78;11,3;
MA;2100154;Água Doce do Maranhão;172,55;7,33;
MA;2100204;Alcântara;209,27;18,67;
MA;2100303;Aldeias Altas;179,92;9,25;
MA;2100402;Altamira do Maranhão;164,24;16,62;
MA;2100436;Alto Alegre do Maranhão;198,43;10,9;
MA;2100477;Alto Alegre do Pindaré;144,91;11,34;
MA;2100501;Alto Parnaíba;559,61;19,14;
MA;2100550;Amapá do Maranhão;182,63;13,92;
MA;2100600;Amarante do Maranhão;231,79;13,9;
MA;2100709;Anajatuba;207,65;15,55;
MA;2100808;Anapurus;192,8;18,69;
MA;2100832;Apicum-Açu;215,17;13,25;
MA;2100873;Araguanã;161,57;13,78;
MA;2100907;Araioses;175,81;9,76;
MA;2100956;Arame;210,09;12,06;
MA;2101004;Arari;308,83;18,92;
MA;2101103;Axixá;223,51;26,3;
MA;2101202;Bacabal;375,57;27,14;
MA;2101251;Bacabeira;257,4;19,37;
MA;2101301;Bacuri;230,45;14,9;
MA;2101350;Bacurituba;152,38;12,8;
MA;2101400;Balsas;531,6;29,6;
MA;2101509;Barão de Grajaú;292,55;17,51;
MA;2101608;Barra do Corda;305,61;18,07;
MA;2101707;Barreirinhas;197,08;13,81;
MA;2101731;Belágua;107,14;14,99;
MA;2101772;Bela Vista do Maranhão;197,65;12,37;
MA;2101806;Benedito Leite;217,65;10,55;
MA;2101905;Bequimão;190,84;19,08;
MA;2101939;Bernardo do Mearim;236,18;19,7;
MA;2101970;Boa Vista do Gurupi;196,78;14,59;
MA;2102002;Bom Jardim;202,28;10,95;
MA;2102036;Bom Jesus das Selvas;226,09;9,25;
MA;2102077;Bom Lugar;164,44;11,66;
